seed,round,honest_r_can,attacker_r_can,attacker_r_old
115,10,0.569612,0.138373,0.62051
115,11,0.576451,0.139853,0.635351
115,12,0.583194,0.141401,0.65111
115,13,0.58984,0.142988,0.66714
115,14,0.596386,0.144595,0.683012
115,15,0.602832,0.072298,0.656688
115,16,0.609179,0.072989,0.669076
115,17,0.615427,0.073715,0.682536
115,18,0.621576,0.074461,0.696413
115,19,0.627628,0.075218,0.710274
115,20,0.633584,0.037609,0.681536
115,21,0.639445,0.037931,0.69221
115,22,0.645213,0.038272,0.704071
115,23,0.650889,0.038622,0.716459
115,24,0.656475,0.038978,0.728932
115,25,0.661971,0.019489,0.698533
115,26,0.667379,0.019639,0.708028
115,27,0.672701,0.019799,0.718793
115,28,0.677937,0.019963,0.73016
115,29,0.68309,0.020131,0.741682
115,30,0.688161,0.01,0.710147
115,31,0.69315,0.01,0.718837
115,32,0.69806,0.01,0.728851
115,33,0.702891,0.01,0.73952
115,34,0.707644,0.01,0.750393
115,35,0.712322,0.01,0.718081
115,36,0.716925,0.01,0.72622
115,37,0.721454,0.01,0.735722
115,38,0.725911,0.01,0.745914
115,39,0.730296,0.01,0.756344
115,40,0.734612,0.01,0.723501
115,41,0.738858,0.01,0.731264
115,42,0.743036,0.01,0.740416
115,43,0.747148,0.01,0.750282
115,44,0.751193,0.01,0.760409
115,45,0.755174,0.01,0.727203
115,46,0.759091,0.01,0.734709
115,47,0.762946,0.01,0.743622
115,48,0.766739,0.01,0.753266
115,49,0.728402,0.01,0.719816
115,50,0.732747,0.01,0.683103
115,51,0.737023,0.01,0.689927
115,52,0.741231,0.01,0.699329
115,53,0.745371,0.01,0.710213
115,54,0.749445,0.01,0.721836
115,55,0.753454,0.01,0.690873
115,56,0.757399,0.01,0.700272
115,57,0.761281,0.01,0.711134
115,58,0.7651,0.01,0.722725
115,59,0.768858,0.01,0.734548
115,60,0.772557,0.01,0.703448
115,61,0.776196,0.01,0.712497
115,62,0.779777,0.01,0.722877
115,63,0.7833,0.01,0.733909
115,64,0.786767,0.01,0.745135
115,65,0.790179,0.01,0.713258
115,66,0.793536,0.01,0.721714
115,67,0.79684,0.01,0.731517
115,68,0.80009,0.01,0.741992
115,69,0.803289,0.01,0.752687
115,70,0.806436,0.01,0.720165
115,71,0.809533,0.01,0.728156
115,72,0.812581,0.01,0.737522
115,73,0.815579,0.01,0.747588
115,74,0.81853,0.01,0.7579
115,75,0.821434,0.01,0.724917
115,76,0.824291,0.01,0.732581
115,77,0.827102,0.01,0.741642
115,78,0.829868,0.01,0.751423
115,79,0.832591,0.01,0.76147
115,80,0.835269,0.01,0.728169
115,81,0.793506,0.01,0.691328
115,82,0.79681,0.01,0.697906
115,83,0.800061,0.01,0.70698
115,84,0.80326,0.01,0.717492
115,85,0.806408,0.01,0.68567
115,86,0.809505,0.01,0.694775
115,87,0.812553,0.01,0.705561
115,88,0.815552,0.01,0.717217
115,89,0.818503,0.01,0.729198
115,90,0.821407,0.01,0.698365
115,91,0.824265,0.01,0.707657
115,92,0.827076,0.01,0.718296
115,93,0.785723,0.01,0.686565
115,94,0.789151,0.01,0.695693
115,95,0.792525,0.01,0.663202
115,96,0.795844,0.01,0.672494
115,97,0.799111,0.01,0.683865
115,98,0.759155,0.01,0.653611
115,99,0.763009,0.01,0.664189
115,100,0.766801,0.01,0.633727
115,101,0.770532,0.01,0.644654
115,102,0.774203,0.01,0.657671
115,103,0.777816,0.01,0.671777
115,104,0.781371,0.01,0.6863
115,105,0.784869,0.01,0.658724
115,106,0.788311,0.01,0.670467
115,107,0.791698,0.01,0.683478
115,108,0.795031,0.01,0.697043
115,109,0.79831,0.01,0.710687
115,110,0.801537,0.01,0.681752
115,111,0.804713,0.01,0.692326
115,112,0.807837,0.01,0.704119
115,113,0.810912,0.01,0.716462
115,114,0.813937,0.01,0.728906
115,115,0.816914,0.01,0.698483
115,116,0.819844,0.01,0.707967
115,117,0.778852,0.01,0.675486
115,118,0.78239,0.01,0.684505
115,119,0.785872,0.01,0.695449
115,120,0.789298,0.01,0.66454
115,121,0.792669,0.01,0.674559
115,122,0.795986,0.01,0.686361
115,123,0.799251,0.01,0.699079
115,124,0.802463,0.01,0.712129
115,125,0.805623,0.01,0.682642
115,126,0.808733,0.01,0.692932
115,127,0.811793,0.01,0.704529
115,128,0.814805,0.01,0.716734
115,129,0.817768,0.01,0.729083
115,130,0.820684,0.01,0.698573
115,131,0.823553,0.01,0.708014
115,132,0.826376,0.01,0.718743
115,133,0.829154,0.01,0.730088
115,134,0.831887,0.01,0.741598
115,135,0.834577,0.01,0.710054
115,136,0.837224,0.01,0.718741
115,137,0.795363,0.01,0.685304
115,138,0.798637,0.01,0.693645
115,139,0.801859,0.01,0.703957
115,140,0.805029,0.01,0.672291
115,141,0.808149,0.01,0.681773
115,142,0.811218,0.01,0.693075
115,143,0.814239,0.01,0.705328
115,144,0.817211,0.01,0.717944
115,145,0.77635,0.01,0.687939
115,146,0.779929,0.01,0.697862
115,147,0.78345,0.01,0.709116
115,148,0.786915,0.01,0.721003
115,149,0.790324,0.01,0.733056
115,150,0.793679,0.01,0.702191
115,151,0.79698,0.01,0.711381
115,152,0.800228,0.01,0.721877
115,153,0.803425,0.01,0.733005
115,154,0.80657,0.01,0.744312
115,155,0.809665,0.01,0.712526
115,156,0.81271,0.01,0.721042
115,157,0.815707,0.01,0.730897
115,158,0.818655,0.01,0.74142
115,159,0.821557,0.01,0.752158
115,160,0.824412,0.01,0.719686
115,161,0.827221,0.01,0.727712
115,162,0.829986,0.01,0.73711
115,163,0.832706,0.01,0.747205
115,164,0.791071,0.01,0.714295
115,165,0.794414,0.01,0.678074
115,166,0.797703,0.01,0.685247
115,167,0.80094,0.01,0.694973
115,168,0.760893,0.01,0.663018
115,169,0.764719,0.01,0.672571
115,170,0.768483,0.01,0.641013
115,171,0.772187,0.01,0.651252
115,172,0.775832,0.01,0.663683
115,173,0.779419,0.01,0.677283
115,174,0.782948,0.01,0.691361
115,175,0.786421,0.01,0.663274
115,176,0.789838,0.01,0.674671
115,177,0.793201,0.01,0.687368
115,178,0.79651,0.01,0.700649
115,179,0.799766,0.01,0.714032
115,180,0.802969,0.01,0.684789
115,181,0.806122,0.01,0.695147
115,182,0.809224,0.01,0.706741
115,183,0.812276,0.01,0.718899
115,184,0.81528,0.01,0.731172
115,185,0.818235,0.01,0.700545
115,186,0.821144,0.01,0.709886
115,187,0.824005,0.01,0.720511
115,188,0.826821,0.01,0.731751
115,189,0.829592,0.01,0.743158
115,190,0.832319,0.01,0.711486
115,191,0.835002,0.01,0.72008
115,192,0.837642,0.01,0.730007
115,193,0.840239,0.01,0.740594
115,194,0.842795,0.01,0.751392
115,195,0.845311,0.01,0.71899
115,196,0.847786,0.01,0.727066
115,197,0.850221,0.01,0.736509
115,198,0.852618,0.01,0.746646
115,199,0.854976,0.01,0.757025
115,200,0.857296,0.01,0.724121
116,1,0.50632,0.50632,0.52079
116,2,0.513043,0.513043,0.54281
116,3,0.520011,0.520011,0.565173
116,4,0.49401,0.49401,0.547365
116,5,0.46931,0.46931,0.52524
116,6,0.477225,0.477225,0.542602
116,7,0.453363,0.453363,0.521002
116,8,0.461706,0.461706,0.538712
116,9,0.470037,0.470037,0.558352
116,10,0.478318,0.235018,0.538345
116,11,0.486527,0.238685,0.556425
116,12,0.494646,0.242465,0.575938
116,13,0.502664,0.246304,0.595978
116,14,0.510573,0.250167,0.615945
116,15,0.485045,0.237659,0.594814
116,16,0.493251,0.241718,0.611082
116,17,0.501336,0.245755,0.628277
116,18,0.509298,0.249755,0.645717
116,19,0.517138,0.253712,0.662954
116,20,0.524856,0.126856,0.638305
116,21,0.532452,0.128563,0.65191
116,22,0.539929,0.130321,0.666519
116,23,0.547288,0.132107,0.681478
116,24,0.554529,0.133903,0.696355
116,25,0.561655,0.066951,0.66884
116,26,0.568668,0.067732,0.680385
116,27,0.575569,0.068545,0.693059
116,28,0.582359,0.069375,0.706206
116,29,0.589041,0.070214,0.719387
116,30,0.595616,0.035107,0.689837
116,31,0.602086,0.03547,0.699934
116,32,0.608453,0.03585,0.711259
116,33,0.614717,0.036239,0.723148
116,34,0.620882,0.036633,0.735157
116,35,0.626948,0.018317,0.704203
116,36,0.632916,0.018486,0.713305
116,37,0.63879,0.018664,0.723703
116,38,0.644569,0.018846,0.734729
116,39,0.650256,0.019032,0.745935
116,40,0.655852,0.01,0.71402
116,41,0.661358,0.01,0.722441
116,42,0.666776,0.01,0.732205
116,43,0.672108,0.01,0.742642
116,44,0.677354,0.01,0.753298
116,45,0.682517,0.01,0.720727
116,46,0.687596,0.01,0.728682
116,47,0.692595,0.01,0.738013
116,48,0.697513,0.01,0.748047
116,49,0.702353,0.01,0.758328
116,50,0.707115,0.01,0.725308
116,51,0.711802,0.01,0.732946
116,52,0.716413,0.01,0.741981
116,53,0.72095,0.01,0.751739
116,54,0.725415,0.01,0.761764
116,55,0.729808,0.01,0.728437
116,56,0.734131,0.01,0.735858
116,57,0.738385,0.01,0.744691
116,58,0.701466,0.01,0.710746
116,59,0.706243,0.01,0.71827
116,60,0.710943,0.01,0.683834
116,61,0.715568,0.01,0.69173
116,62,0.720118,0.01,0.701792
116,63,0.724597,0.01,0.713056
116,64,0.729003,0.01,0.724867
116,65,0.733339,0.01,0.693993
116,66,0.737606,0.01,0.703364
116,67,0.741804,0.01,0.714144
116,68,0.745935,0.01,0.725618
116,69,0.75,0.01,0.737305
116,70,0.754,0.01,0.706019
116,71,0.757936,0.01,0.714921
116,72,0.761809,0.01,0.725156
116,73,0.76562,0.01,0.736045
116,74,0.76937,0.01,0.747134
116,75,0.77306,0.01,0.715089
116,76,0.776691,0.01,0.723423
116,77,0.780264,0.01,0.733111
116,78,0.78378,0.01,0.743478
116,79,0.78724,0.01,0.754072
116,80,0.790644,0.01,0.721428
116,81,0.793993,0.01,0.729332
116,82,0.79729,0.01,0.738617
116,83,0.800533,0.01,0.748607
116,84,0.803724,0.01,0.758849
116,85,0.806865,0.01,0.725782
116,86,0.809955,0.01,0.733386
116,87,0.812996,0.01,0.742391
116,88,0.815988,0.01,0.75212
116,89,0.818932,0.01,0.762119
116,90,0.821829,0.01,0.72876
116,91,0.82468,0.01,0.736158
116,92,0.827485,0.01,0.744971
116,93,0.830245,0.01,0.754521
116,94,0.832961,0.01,0.764353
116,95,0.835634,0.01,0.730796
116,96,0.838264,0.01,0.738052
116,97,0.840851,0.01,0.746733
116,98,0.843398,0.01,0.756161
116,99,0.845903,0.01,0.765879
116,100,0.848369,0.01,0.732186
116,101,0.850795,0.01,0.739346
116,102,0.853182,0.01,0.747937
116,103,0.855531,0.01,0.757282
116,104,0.857843,0.01,0.766922
116,105,0.860117,0.01,0.733136
116,106,0.862356,0.01,0.74023
116,107,0.864558,0.01,0.74876
116,108,0.866725,0.01,0.758047
116,109,0.868857,0.01,0.767634
116,110,0.870956,0.01,0.733784
116,111,0.87302,0.01,0.740834
116,112,0.875052,0.01,0.749322
116,113,0.877051,0.01,0.75857
116,114,0.879018,0.01,0.768121
116,115,0.835067,0.01,0.734227
116,116,0.837706,0.01,0.741246
116,117,0.840303,0.01,0.749705
116,118,0.842858,0.01,0.758927
116,119,0.845373,0.01,0.768453
116,120,0.847847,0.01,0.73453
116,121,0.850281,0.01,0.741528
116,122,0.852677,0.01,0.749968
116,123,0.855034,0.01,0.759171
116,124,0.857353,0.01,0.76868
116,125,0.859636,0.01,0.734737
116,126,0.861881,0.01,0.74172
116,127,0.864091,0.01,0.750147
116,128,0.866266,0.01,0.759338
116,129,0.868406,0.01,0.768836
116,130,0.870511,0.01,0.734878
116,131,0.872583,0.01,0.741852
116,132,0.874622,0.01,0.750269
116,133,0.876628,0.01,0.759451
116,134,0.878602,0.01,0.768941
116,135,0.880544,0.01,0.734975
116,136,0.882455,0.01,0.741941
116,137,0.884336,0.01,0.750352
116,138,0.886187,0.01,0.759529
116,139,0.888008,0.01,0.769014
116,140,0.889799,0.01,0.735041
116,141,0.891563,0.01,0.742003
116,142,0.893298,0.01,0.75041
116,143,0.848633,0.01,0.715955
116,144,0.851055,0.01,0.723117
116,145,0.853438,0.01,0.688248
116,146,0.855783,0.01,0.695838
116,147,0.85809,0.01,0.705615
116,148,0.860361,0.01,0.716613
116,149,0.862595,0.01,0.728178
116,150,0.864794,0.01,0.697008
116,151,0.866957,0.01,0.70617
116,152,0.869086,0.01,0.716755
116,153,0.87118,0.01,0.728048
116,154,0.873241,0.01,0.739566
116,155,0.875269,0.01,0.708079
116,156,0.877265,0.01,0.716838
116,157,0.879229,0.01,0.72694
116,158,0.881161,0.01,0.737705
116,159,0.883063,0.01,0.748679
116,160,0.884934,0.01,0.716496
116,161,0.886775,0.01,0.724732
116,162,0.888586,0.01,0.734329
116,163,0.890369,0.01,0.744612
116,164,0.892123,0.01,0.755127
116,165,0.893849,0.01,0.722389
116,166,0.895547,0.01,0.730227
116,167,0.897219,0.01,0.73945
116,168,0.898863,0.01,0.749382
116,169,0.900481,0.01,0.75957
116,170,0.902074,0.01,0.726438
116,171,0.90364,0.01,0.733997
116,172,0.905182,0.01,0.742959
116,173,0.906699,0.01,0.752649
116,174,0.908192,0.01,0.762611
116,175,0.909661,0.01,0.729209
116,176,0.864178,0.01,0.692275
116,177,0.866351,0.01,0.698787
116,178,0.86849,0.01,0.7078
116,179,0.870594,0.01,0.718255
116,180,0.872664,0.01,0.686365
116,181,0.874702,0.01,0.695421
116,182,0.876706,0.01,0.706163
116,183,0.878679,0.01,0.717777
116,184,0.88062,0.01,0.729719
116,185,0.88253,0.01,0.69884
116,186,0.88441,0.01,0.708099
116,187,0.886259,0.01,0.718707
116,188,0.888079,0.01,0.729975
116,189,0.88987,0.01,0.741436
116,190,0.891632,0.01,0.709854
116,191,0.893366,0.01,0.718528
116,192,0.895072,0.01,0.728538
116,193,0.896751,0.01,0.739211
116,194,0.898403,0.01,0.750093
116,195,0.900028,0.01,0.717796
116,196,0.901628,0.01,0.725949
116,197,0.903202,0.01,0.735466
116,198,0.904751,0.01,0.745673
116,199,0.906275,0.01,0.756117
116,200,0.907774,0.01,0.723292
117,1,0.50632,0.50632,0.52079
117,2,0.513043,0.513043,0.54281
117,3,0.520011,0.520011,0.565173
117,4,0.527115,0.527115,0.587294
117,5,0.534277,0.263557,0.568735
117,6,0.541447,0.266695,0.586821
117,7,0.514374,0.25336,0.56477
117,8,0.521947,0.256855,0.581275
117,9,0.529457,0.260429,0.599245
117,10,0.536889,0.130215,0.576789
117,11,0.544231,0.131802,0.59283
117,12,0.551476,0.133462,0.610257
117,13,0.558619,0.135165,0.628223
117,14,0.565658,0.13689,0.646167
117,15,0.572591,0.068445,0.622543
117,16,0.579418,0.069196,0.636992
117,17,0.586139,0.069981,0.652463
117,18,0.592756,0.070786,0.668276
117,19,0.599268,0.071601,0.683984
117,20,0.605677,0.035801,0.657493
117,21,0.575393,0.034011,0.626885
117,22,0.546623,0.03231,0.594471
117,23,0.519292,0.030694,0.561773
117,24,0.526981,0.031127,0.573256
117,25,0.534548,0.015564,0.5458
117,26,0.541995,0.015765,0.560149
117,27,0.549322,0.015977,0.577155
117,28,0.556532,0.016197,0.595536
117,29,0.563628,0.016421,0.614431
117,30,0.570609,0.01,0.592407
117,31,0.577479,0.01,0.608302
117,32,0.58424,0.01,0.625312
117,33,0.590892,0.01,0.642693
117,34,0.597437,0.01,0.659955
117,35,0.603878,0.01,0.635401
117,36,0.610216,0.01,0.649115
117,37,0.616453,0.01,0.663855
117,38,0.58563,0.01,0.637015
117,39,0.59226,0.01,0.6496
117,40,0.598784,0.01,0.621237
117,41,0.605203,0.01,0.63345
117,42,0.61152,0.01,0.647538
117,43,0.617736,0.01,0.662553
117,44,0.623852,0.01,0.67786
117,45,0.62987,0.01,0.65117
117,46,0.635792,0.01,0.663508
117,47,0.64162,0.01,0.677051
117,48,0.647354,0.01,0.691097
117,49,0.652996,0.01,0.705178
117,50,0.658548,0.01,0.676757
117,51,0.664012,0.01,0.687689
117,52,0.669387,0.01,0.699813
117,53,0.674677,0.01,0.71246
117,54,0.679882,0.01,0.725186
117,55,0.685004,0.01,0.695098
117,56,0.690044,0.01,0.70482
117,57,0.695003,0.01,0.715798
117,58,0.699883,0.01,0.727367
117,59,0.704685,0.01,0.739079
117,60,0.70941,0.01,0.707772
117,61,0.71406,0.01,0.716625
117,62,0.718635,0.01,0.726791
117,63,0.723137,0.01,0.737602
117,64,0.727566,0.01,0.748608
117,65,0.731925,0.01,0.716454
117,66,0.736215,0.01,0.724706
117,67,0.740435,0.01,0.734313
117,68,0.744588,0.01,0.744602
117,69,0.748675,0.01,0.755123
117,70,0.752696,0.01,0.722389
117,71,0.756653,0.01,0.730229
117,72,0.760546,0.01,0.739453
117,73,0.764378,0.01,0.749386
117,74,0.768148,0.01,0.759574
117,75,0.771857,0.01,0.726443
117,76,0.775507,0.01,0.734002
117,77,0.779099,0.01,0.742964
117,78,0.782634,0.01,0.752653
117,79,0.786112,0.01,0.762615
117,80,0.789534,0.01,0.729213
117,81,0.792901,0.01,0.736579
117,82,0.796215,0.01,0.745363
117,83,0.756404,0.01,0.711358
117,84,0.760302,0.01,0.718839
117,85,0.764137,0.01,0.684352
117,86,0.767911,0.01,0.692213
117,87,0.729515,0.01,0.658705
117,88,0.733843,0.01,0.667612
117,89,0.738101,0.01,0.678835
117,90,0.742292,0.01,0.648575
117,91,0.746415,0.01,0.659264
117,92,0.750472,0.01,0.671821
117,93,0.754465,0.01,0.685333
117,94,0.758393,0.01,0.699187
117,95,0.762259,0.01,0.670714
117,96,0.766063,0.01,0.681759
117,97,0.769806,0.01,0.694079
117,98,0.773489,0.01,0.706974
117,99,0.777113,0.01,0.719975
117,100,0.780679,0.01,0.690253
117,101,0.784189,0.01,0.700259
117,102,0.787642,0.01,0.711518
117,103,0.791039,0.01,0.723359
117,104,0.794383,0.01,0.735331
117,105,0.797673,0.01,0.704342
117,106,0.80091,0.01,0.713424
117,107,0.804095,0.01,0.723807
117,108,0.80723,0.01,0.73482
117,109,0.810314,0.01,0.746016
117,110,0.813349,0.01,0.714091
117,111,0.816335,0.01,0.722505
117,112,0.819274,0.01,0.732264
117,113,0.822166,0.01,0.742695
117,114,0.825011,0.01,0.753347
117,115,0.827811,0.01,0.720771
117,116,0.830566,0.01,0.728723
117,117,0.833277,0.01,0.738051
117,118,0.835944,0.01,0.748082
117,119,0.838569,0.01,0.75836
117,120,0.841152,0.01,0.725337
117,121,0.843694,0.01,0.732973
117,122,0.846195,0.01,0.742006
117,123,0.848656,0.01,0.751762
117,124,0.851077,0.01,0.761786
117,125,0.85346,0.01,0.728457
117,126,0.855804,0.01,0.735876
117,127,0.858112,0.01,0.744708
117,128,0.860382,0.01,0.754277
117,129,0.862616,0.01,0.764126
117,130,0.864814,0.01,0.730589
117,131,0.866977,0.01,0.73786
117,132,0.869105,0.01,0.746554
117,133,0.8712,0.01,0.755995
117,134,0.87326,0.01,0.765724
117,135,0.875288,0.01,0.732045
117,136,0.877284,0.01,0.739215
117,137,0.879247,0.01,0.747815
117,138,0.881179,0.01,0.757168
117,139,0.88308,0.01,0.766816
117,140,0.884951,0.01,0.733039
117,141,0.886792,0.01,0.74014
117,142,0.842452,0.01,0.704802
117,143,0.844973,0.01,0.711794
117,144,0.847453,0.01,0.720849
117,145,0.849894,0.01,0.68768
117,146,0.852296,0.01,0.696095
117,147,0.854659,0.01,0.706404
117,148,0.856984,0.01,0.717732
117,149,0.859273,0.01,0.729489
117,150,0.861524,0.01,0.698454
117,151,0.86374,0.01,0.707647
117,152,0.86592,0.01,0.718223
117,153,0.868065,0.01,0.729478
117,154,0.870176,0.01,0.740942
117,155,0.872254,0.01,0.709375
117,156,0.874297,0.01,0.718066
117,157,0.876309,0.01,0.728098
117,158,0.878288,0.01,0.738794
117,159,0.880235,0.01,0.7497
117,160,0.882151,0.01,0.717433
117,161,0.884037,0.01,0.725608
117,162,0.885892,0.01,0.735147
117,163,0.887718,0.01,0.745374
117,164,0.889515,0.01,0.755838
117,165,0.891282,0.01,0.723038
117,166,0.893022,0.01,0.730831
117,167,0.894734,0.01,0.740012
117,168,0.896418,0.01,0.749906
117,169,0.898075,0.01,0.760058
117,170,0.899706,0.01,0.726883
117,171,0.901311,0.01,0.734411
117,172,0.90289,0.01,0.743345
117,173,0.904443,0.01,0.753008
117,174,0.905972,0.01,0.762945
117,175,0.907477,0.01,0.729513
117,176,0.908957,0.01,0.736859
117,177,0.863509,0.01,0.701813
117,178,0.865693,0.01,0.709012
117,179,0.867842,0.01,0.718261
117,180,0.869957,0.01,0.685322
117,181,0.872037,0.01,0.693901
117,182,0.874085,0.01,0.704362
117,183,0.876099,0.01,0.715832
117,184,0.878082,0.01,0.72772
117,185,0.880032,0.01,0.696844
117,186,0.836031,0.01,0.662386
117,187,0.838654,0.01,0.670757
117,188,0.841236,0.01,0.681564
117,189,0.843776,0.01,0.693734
117,190,0.846276,0.01,0.663932
117,191,0.848735,0.01,0.674494
117,192,0.851155,0.01,0.686651
117,193,0.853537,0.01,0.699595
117,194,0.85588,0.01,0.712781
117,195,0.858186,0.01,0.683396
117,196,0.860455,0.01,0.693718
117,197,0.862688,0.01,0.705318
117,198,0.864885,0.01,0.717511
117,199,0.867047,0.01,0.729834
117,200,0.869174,0.01,0.699284
118,1,0.50632,0.50632,0.52079
118,2,0.513043,0.513043,0.54281
118,3,0.520011,0.520011,0.565173
118,4,0.527115,0.527115,0.587294
118,5,0.534277,0.263557,0.568735
118,6,0.541447,0.266695,0.586821
118,7,0.548586,0.269976,0.605706
118,8,0.55567,0.273341,0.624716
118,9,0.562682,0.276746,0.643414
118,10,0.569612,0.138373,0.62051
118,11,0.576451,0.139853,0.635351
118,12,0.583194,0.141401,0.65111
118,13,0.58984,0.142988,0.66714
118,14,0.596386,0.144595,0.683012
118,15,0.602832,0.072298,0.656688
118,16,0.609179,0.072989,0.669076
118,17,0.615427,0.073715,0.682536
118,18,0.621576,0.074461,0.696413
118,19,0.627628,0.075218,0.710274
118,20,0.633584,0.037609,0.681536
118,21,0.639445,0.037931,0.69221
118,22,0.607473,0.036035,0.661145
118,23,0.613753,0.036405,0.671166
118,24,0.619932,0.036786,0.68304
118,25,0.626013,0.018393,0.653242
118,26,0.631996,0.018558,0.664047
118,27,0.637884,0.018733,0.67658
118,28,0.643678,0.018913,0.689978
118,29,0.611494,0.017967,0.661335
118,30,0.61771,0.01,0.629251
118,31,0.623826,0.01,0.639505
118,32,0.629845,0.01,0.65219
118,33,0.635767,0.01,0.666194
118,34,0.641595,0.01,0.680767
118,35,0.609515,0.01,0.653369
118,36,0.615763,0.01,0.665318
118,37,0.621911,0.01,0.67857
118,38,0.62796,0.01,0.692395
118,39,0.633913,0.01,0.706305
118,40,0.63977,0.01,0.677708
118,41,0.645534,0.01,0.688534
118,42,0.651205,0.01,0.700572
118,43,0.656786,0.01,0.713147
118,44,0.662278,0.01,0.725812
118,45,0.667681,0.01,0.695655
118,46,0.672998,0.01,0.705332
118,47,0.67823,0.01,0.71627
118,48,0.644319,0.01,0.684848
118,49,0.65001,0.01,0.694163
118,50,0.655609,0.01,0.66187
118,51,0.66112,0.01,0.671288
118,52,0.666542,0.01,0.682766
118,53,0.671877,0.01,0.695348
118,54,0.677127,0.01,0.708387
118,55,0.682293,0.01,0.678982
118,56,0.687376,0.01,0.689394
118,57,0.692378,0.01,0.701143
118,58,0.6973,0.01,0.713519
118,59,0.702143,0.01,0.726046
118,60,0.706909,0.01,0.695764
118,61,0.711599,0.01,0.705378
118,62,0.716213,0.01,0.716275
118,63,0.720754,0.01,0.72778
118,64,0.725222,0.01,0.739443
118,65,0.729618,0.01,0.708084
118,66,0.733944,0.01,0.716904
118,67,0.738201,0.01,0.727044
118,68,0.74239,0.01,0.737832
118,69,0.746512,0.01,0.748818
118,70,0.750567,0.01,0.716643
118,71,0.754558,0.01,0.724879
118,72,0.758485,0.01,0.734473
118,73,0.76235,0.01,0.744751
118,74,0.766152,0.01,0.75526
118,75,0.769894,0.01,0.722513
118,76,0.773575,0.01,0.730345
118,77,0.777198,0.01,0.73956
118,78,0.780763,0.01,0.749486
118,79,0.784271,0.01,0.759667
118,80,0.787722,0.01,0.726528
118,81,0.791119,0.01,0.73408
118,82,0.794461,0.01,0.743037
118,83,0.79775,0.01,0.752721
118,84,0.800986,0.01,0.762678
118,85,0.80417,0.01,0.72927
118,86,0.807303,0.01,0.736633
118,87,0.810386,0.01,0.745412
118,88,0.769867,0.01,0.711403
118,89,0.773549,0.01,0.718882
118,90,0.777172,0.01,0.684391
118,91,0.780738,0.01,0.692248
118,92,0.784246,0.01,0.702275
118,93,0.787698,0.01,0.713504
118,94,0.791095,0.01,0.725285
118,95,0.794437,0.01,0.694373
118,96,0.797726,0.01,0.703718
118,97,0.800962,0.01,0.714473
118,98,0.804147,0.01,0.725924
118,99,0.807281,0.01,0.73759
118,100,0.810364,0.01,0.706279
118,101,0.813398,0.01,0.715163
118,102,0.816384,0.01,0.725381
118,103,0.775565,0.01,0.69311
118,104,0.779156,0.01,0.701833
118,105,0.782689,0.01,0.668839
118,106,0.786166,0.01,0.677763
118,107,0.789588,0.01,0.688786
118,108,0.792954,0.01,0.700946
118,109,0.796267,0.01,0.713593
118,110,0.799527,0.01,0.683721
118,111,0.802734,0.01,0.693802
118,112,0.805891,0.01,0.705245
118,113,0.808996,0.01,0.717335
118,114,0.812052,0.01,0.729596
118,115,0.815059,0.01,0.698997
118,116,0.818019,0.01,0.708387
118,117,0.82093,0.01,0.719074
118,118,0.823795,0.01,0.730385
118,119,0.826615,0.01,0.741867
118,120,0.829389,0.01,0.710292
118,121,0.832119,0.01,0.718959
118,122,0.834805,0.01,0.728956
118,123,0.837448,0.01,0.739612
118,124,0.840049,0.01,0.750474
118,125,0.842608,0.01,0.718151
118,126,0.845126,0.01,0.726283
118,127,0.847604,0.01,0.735779
118,128,0.850042,0.01,0.745966
118,129,0.852442,0.01,0.756391
118,130,0.854803,0.01,0.723543
118,131,0.857126,0.01,0.731303
118,132,0.859412,0.01,0.740452
118,133,0.861661,0.01,0.750316
118,134,0.863875,0.01,0.76044
118,135,0.866053,0.01,0.727231
118,136,0.868196,0.01,0.734735
118,137,0.870305,0.01,0.743646
118,138,0.87238,0.01,0.753289
118,139,0.874422,0.01,0.763206
118,140,0.876431,0.01,0.729751
118,141,0.878408,0.01,0.73708
118,142,0.880354,0.01,0.745829
118,143,0.836336,0.01,0.711782
118,144,0.794519,0.01,0.674905
118,145,0.797807,0.01,0.637208
118,146,0.801042,0.01,0.644598
118,147,0.804225,0.01,0.655312
118,148,0.807358,0.01,0.667967
118,149,0.81044,0.01,0.681624
118,150,0.813473,0.01,0.653409
118,151,0.816457,0.01,0.664967
118,152,0.819394,0.01,0.677972
118,153,0.822284,0.01,0.691648
118,154,0.825127,0.01,0.705477
118,155,0.827925,0.01,0.676829
118,156,0.830678,0.01,0.687651
118,157,0.833387,0.01,0.699704
118,158,0.836053,0.01,0.712308
118,159,0.838676,0.01,0.725008
118,160,0.841258,0.01,0.694903
118,161,0.843797,0.01,0.70462
118,162,0.846297,0.01,0.7156
118,163,0.848756,0.01,0.727174
118,164,0.851176,0.01,0.738894
118,165,0.853557,0.01,0.707597
118,166,0.8559,0.01,0.716459
118,167,0.858206,0.01,0.726635
118,168,0.860474,0.01,0.737455
118,169,0.862707,0.01,0.74847
118,170,0.864904,0.01,0.716328
118,171,0.867065,0.01,0.724588
118,172,0.869192,0.01,0.734203
118,173,0.871285,0.01,0.7445
118,174,0.873344,0.01,0.755027
118,175,0.875371,0.01,0.722301
118,176,0.831602,0.01,0.685984
118,177,0.834297,0.01,0.692932
118,178,0.836948,0.01,0.702352
