seed,round,honest_r_eff,attacker_r_eff,total_slashed
49,146,0.825163,0.01,0.468559
49,147,0.827961,0.01,0.468559
49,148,0.830713,0.01,0.468559
49,149,0.833422,0.01,0.468559
49,150,0.836087,0.01,0.468559
49,151,0.83871,0.01,0.468559
49,152,0.84129,0.01,0.468559
49,153,0.84383,0.01,0.468559
49,154,0.846329,0.01,0.468559
49,155,0.848787,0.01,0.468559
49,156,0.842057,0.01,0.468559
49,157,0.84023,0.01,0.468559
49,158,0.842786,0.01,0.468559
49,159,0.845301,0.01,0.468559
49,160,0.847776,0.01,0.468559
49,161,0.850212,0.01,0.468559
49,162,0.852609,0.01,0.468559
49,163,0.850349,0.01,0.468559
49,164,0.852743,0.01,0.468559
49,165,0.850577,0.01,0.468559
49,166,0.852968,0.01,0.468559
49,167,0.85532,0.01,0.468559
49,168,0.857635,0.01,0.468559
49,169,0.855507,0.01,0.468559
49,170,0.857819,0.01,0.468559
49,171,0.850963,0.01,0.468559
49,172,0.853347,0.01,0.468559
49,173,0.855694,0.01,0.468559
49,174,0.853605,0.01,0.468559
49,175,0.855947,0.01,0.468559
49,176,0.858252,0.01,0.468559
49,177,0.86052,0.01,0.468559
49,178,0.858257,0.01,0.468559
49,179,0.860525,0.01,0.468559
49,180,0.862756,0.01,0.468559
49,181,0.855776,0.01,0.468559
49,182,0.858084,0.01,0.468559
49,183,0.855793,0.01,0.468559
49,184,0.858101,0.01,0.468559
49,185,0.860371,0.01,0.468559
49,186,0.862605,0.01,0.468559
49,187,0.859968,0.01,0.468559
49,188,0.862208,0.01,0.468559
49,189,0.864413,0.01,0.468559
49,190,0.866582,0.01,0.468559
49,191,0.86429,0.01,0.468559
49,192,0.861836,0.01,0.468559
49,193,0.859434,0.01,0.468559
49,194,0.861683,0.01,0.468559
49,195,0.859223,0.01,0.468559
49,196,0.861476,0.01,0.468559
49,197,0.863692,0.01,0.468559
49,198,0.861342,0.01,0.468559
49,199,0.86356,0.01,0.468559
49,200,0.865743,0.01,0.468559
50,1,0.5056,0.5056,0.0
50,2,0.51183,0.51183,0.0
50,3,0.518465,0.518465,0.0
50,4,0.525346,0.525346,0.0
50,5,0.532365,0.532365,0.0
50,6,0.539443,0.266182,0.1
50,7,0.54653,0.269062,0.1
50,8,0.543273,0.272154,0.1
50,9,0.550424,0.275378,0.1
50,10,0.554131,0.278677,0.1
50,11,0.561184,0.282011,0.1
50,12,0.561166,0.141005,0.19
50,13,0.568145,0.142339,0.19
50,14,0.571654,0.143774,0.19
50,15,0.575203,0.145272,0.19
50,16,0.578341,0.146807,0.19
50,17,0.585075,0.14836,0.19
50,18,0.591705,0.07418,0.271
50,19,0.594526,0.074789,0.271
50,20,0.593554,0.075449,0.271
50,21,0.600054,0.076142,0.271
50,22,0.606451,0.076854,0.271
50,23,0.612746,0.077575,0.271
50,24,0.618941,0.038788,0.3439
50,25,0.625037,0.039065,0.3439
50,26,0.627567,0.039368,0.3439
50,27,0.626401,0.039689,0.3439
50,28,0.632378,0.040019,0.3439
50,29,0.634532,0.040354,0.3439
50,30,0.640379,0.020177,0.40951
50,31,0.646133,0.020303,0.40951
50,32,0.651795,0.020443,0.40951
50,33,0.657366,0.02059,0.40951
50,34,0.662848,0.020743,0.40951
50,35,0.668243,0.020899,0.40951
50,36,0.673551,0.01,0.468559
50,37,0.678774,0.01,0.468559
50,38,0.683914,0.01,0.468559
50,39,0.688971,0.01,0.468559
50,40,0.693947,0.01,0.468559
50,41,0.694751,0.01,0.468559
50,42,0.695603,0.01,0.468559
50,43,0.696563,0.01,0.468559
50,44,0.701418,0.01,0.468559
50,45,0.698128,0.01,0.468559
50,46,0.699239,0.01,0.468559
50,47,0.704051,0.01,0.468559
50,48,0.704916,0.01,0.468559
50,49,0.705981,0.01,0.468559
50,50,0.706547,0.01,0.468559
50,51,0.711242,0.01,0.468559
50,52,0.71175,0.01,0.468559
50,53,0.716362,0.01,0.468559
50,54,0.712756,0.01,0.468559
50,55,0.713279,0.01,0.468559
50,56,0.709474,0.01,0.468559
50,57,0.714122,0.01,0.468559
50,58,0.714714,0.01,0.468559
50,59,0.715198,0.01,0.468559
50,60,0.719755,0.01,0.468559
50,61,0.720339,0.01,0.468559
50,62,0.724814,0.01,0.468559
50,63,0.729217,0.01,0.468559
50,64,0.729224,0.01,0.468559
50,65,0.733556,0.01,0.468559
50,66,0.733959,0.01,0.468559
50,67,0.734314,0.01,0.468559
50,68,0.734514,0.01,0.468559
50,69,0.738762,0.01,0.468559
50,70,0.739118,0.01,0.468559
50,71,0.743292,0.01,0.468559
50,72,0.743117,0.01,0.468559
50,73,0.747227,0.01,0.468559
50,74,0.751272,0.01,0.468559
50,75,0.755251,0.01,0.468559
50,76,0.759167,0.01,0.468559
50,77,0.763021,0.01,0.468559
50,78,0.766812,0.01,0.468559
50,79,0.766177,0.01,0.468559
50,80,0.769918,0.01,0.468559
50,81,0.7736,0.01,0.468559
50,82,0.773091,0.01,0.468559
50,83,0.776721,0.01,0.468559
50,84,0.780294,0.01,0.468559
50,85,0.771029,0.01,0.468559
50,86,0.770641,0.01,0.468559
50,87,0.770044,0.01,0.468559
50,88,0.752585,0.01,0.468559
50,89,0.756543,0.01,0.468559
50,90,0.75644,0.01,0.468559
50,91,0.760337,0.01,0.468559
50,92,0.759833,0.01,0.468559
50,93,0.759287,0.01,0.468559
50,94,0.763138,0.01,0.468559
50,95,0.7627,0.01,0.468559
50,96,0.766497,0.01,0.468559
50,97,0.765983,0.01,0.468559
50,98,0.769727,0.01,0.468559
50,99,0.773411,0.01,0.468559
50,100,0.772905,0.01,0.468559
50,101,0.77221,0.01,0.468559
50,102,0.76704,0.01,0.468559
50,103,0.762518,0.01,0.468559
50,104,0.766318,0.01,0.468559
50,105,0.770056,0.01,0.468559
50,106,0.773736,0.01,0.468559
50,107,0.777356,0.01,0.468559
50,108,0.776771,0.01,0.468559
50,109,0.780342,0.01,0.468559
50,110,0.783857,0.01,0.468559
50,111,0.787315,0.01,0.468559
50,112,0.782356,0.01,0.468559
50,113,0.785838,0.01,0.468559
50,114,0.789265,0.01,0.468559
50,115,0.788302,0.01,0.468559
50,116,0.791689,0.01,0.468559
50,117,0.795022,0.01,0.468559
50,118,0.798301,0.01,0.468559
50,119,0.801529,0.01,0.468559
50,120,0.80022,0.01,0.468559
50,121,0.803417,0.01,0.468559
50,122,0.806562,0.01,0.468559
50,123,0.809657,0.01,0.468559
50,124,0.812702,0.01,0.468559
50,125,0.815699,0.01,0.468559
50,126,0.818648,0.01,0.468559
50,127,0.82155,0.01,0.468559
50,128,0.824405,0.01,0.468559
50,129,0.823031,0.01,0.468559
50,130,0.821377,0.01,0.468559
50,131,0.819828,0.01,0.468559
50,132,0.818329,0.01,0.468559
50,133,0.812595,0.01,0.468559
50,134,0.815594,0.01,0.468559
50,135,0.818544,0.01,0.468559
50,136,0.821448,0.01,0.468559
50,137,0.819814,0.01,0.468559
50,138,0.817996,0.01,0.468559
50,139,0.820908,0.01,0.468559
50,140,0.823774,0.01,0.468559
50,141,0.822122,0.01,0.468559
50,142,0.824968,0.01,0.468559
50,143,0.827769,0.01,0.468559
50,144,0.821614,0.01,0.468559
50,145,0.81558,0.01,0.468559
50,146,0.818531,0.01,0.468559
50,147,0.821435,0.01,0.468559
50,148,0.819906,0.01,0.468559
50,149,0.822787,0.01,0.468559
50,150,0.825622,0.01,0.468559
50,151,0.828412,0.01,0.468559
50,152,0.82685,0.01,0.468559
50,153,0.82962,0.01,0.468559
50,154,0.827703,0.01,0.468559
50,155,0.826214,0.01,0.468559
50,156,0.828995,0.01,0.468559
50,157,0.831731,0.01,0.468559
50,158,0.834423,0.01,0.468559
50,159,0.832539,0.01,0.468559
50,160,0.830831,0.01,0.468559
50,161,0.829291,0.01,0.468559
50,162,0.832022,0.01,0.468559
50,163,0.830195,0.01,0.468559
50,164,0.828769,0.01,0.468559
50,165,0.831509,0.01,0.468559
50,166,0.834205,0.01,0.468559
50,167,0.83221,0.01,0.468559
50,168,0.830832,0.01,0.468559
50,169,0.833538,0.01,0.468559
50,170,0.836202,0.01,0.468559
50,171,0.838823,0.01,0.468559
50,172,0.837087,0.01,0.468559
50,173,0.835159,0.01,0.468559
50,174,0.837796,0.01,0.468559
50,175,0.83592,0.01,0.468559
50,176,0.829653,0.01,0.468559
50,177,0.832379,0.01,0.468559
50,178,0.835061,0.01,0.468559
50,179,0.8377,0.01,0.468559
50,180,0.835832,0.01,0.468559
50,181,0.838458,0.01,0.468559
50,182,0.841043,0.01,0.468559
50,183,0.843586,0.01,0.468559
50,184,0.841922,0.01,0.468559
50,185,0.844451,0.01,0.468559
50,186,0.84694,0.01,0.468559
50,187,0.849389,0.01,0.468559
50,188,0.851798,0.01,0.468559
50,189,0.84965,0.01,0.468559
50,190,0.84768,0.01,0.468559
50,191,0.845402,0.01,0.468559
50,192,0.843252,0.01,0.468559
50,193,0.84576,0.01,0.468559
50,194,0.848228,0.01,0.468559
50,195,0.846075,0.01,0.468559
50,196,0.848538,0.01,0.468559
50,197,0.850962,0.01,0.468559
50,198,0.853346,0.01,0.468559
50,199,0.855693,0.01,0.468559
50,200,0.858002,0.01,0.468559
51,1,0.50254,0.5056,0.0
51,2,0.505596,0.51183,0.0
51,3,0.51223,0.518465,0.0
51,4,0.51586,0.525346,0.0
51,5,0.522956,0.532365,0.0
51,6,0.523394,0.505746,0.0
51,7,0.530677,0.513251,0.0
51,8,0.531191,0.520757,0.0
51,9,0.538509,0.528227,0.0
51,10,0.542501,0.535637,0.0
51,11,0.546202,0.54297,0.0
51,12,0.54642,0.271485,0.1
51,13,0.553626,0.274398,0.1
51,14,0.560732,0.277487,0.1
51,15,0.567735,0.280682,0.1
51,16,0.567455,0.283936,0.1
51,17,0.574363,0.287215,0.1
51,18,0.581164,0.143607,0.19
51,19,0.587858,0.144906,0.19
51,20,0.590807,0.146305,0.19
51,21,0.597351,0.147766,0.19
51,22,0.603791,0.149263,0.19
51,23,0.606544,0.150778,0.19
51,24,0.612838,0.075389,0.271
51,25,0.615305,0.075979,0.271
51,26,0.61784,0.076621,0.271
51,27,0.623954,0.077295,0.271
51,28,0.626168,0.077988,0.271
51,29,0.628456,0.078692,0.271
51,30,0.634401,0.039346,0.3439
51,31,0.64025,0.039614,0.3439
51,32,0.642152,0.039909,0.3439
51,33,0.647878,0.040221,0.3439
51,34,0.653511,0.040542,0.3439
51,35,0.659055,0.040869,0.3439
51,36,0.66451,0.038825,0.3439
51,37,0.666058,0.039187,0.3439
51,38,0.663525,0.039548,0.3439
51,39,0.665132,0.039907,0.3439
51,40,0.670489,0.040263,0.3439
51,41,0.671819,0.040614,0.3439
51,42,0.673234,0.020307,0.40951
51,43,0.678462,0.020436,0.40951
51,44,0.679471,0.020577,0.40951
51,45,0.684599,0.020725,0.40951
51,46,0.685855,0.020878,0.40951
51,47,0.690881,0.021033,0.40951
51,48,0.691819,0.01,0.468559
51,49,0.685115,0.01,0.468559
51,50,0.690153,0.01,0.468559
51,51,0.695111,0.01,0.468559
51,52,0.696019,0.01,0.468559
51,53,0.688952,0.01,0.468559
51,54,0.693928,0.01,0.468559
51,55,0.694835,0.01,0.468559
51,56,0.695548,0.01,0.468559
51,57,0.700419,0.01,0.468559
51,58,0.693362,0.01,0.468559
51,59,0.694334,0.01,0.468559
51,60,0.699225,0.01,0.468559
51,61,0.700079,0.01,0.468559
51,62,0.696824,0.01,0.468559
51,63,0.697601,0.01,0.468559
51,64,0.694674,0.01,0.468559
51,65,0.691396,0.01,0.468559
51,66,0.696333,0.01,0.468559
51,67,0.697575,0.01,0.468559
51,68,0.702414,0.01,0.468559
51,69,0.703152,0.01,0.468559
51,70,0.707901,0.01,0.468559
51,71,0.708513,0.01,0.468559
51,72,0.709239,0.01,0.468559
51,73,0.713891,0.01,0.468559
51,74,0.714497,0.01,0.468559
51,75,0.719065,0.01,0.468559
51,76,0.719425,0.01,0.468559
51,77,0.720198,0.01,0.468559
51,78,0.720651,0.01,0.468559
51,79,0.725121,0.01,0.468559
51,80,0.729519,0.01,0.468559
51,81,0.729909,0.01,0.468559
51,82,0.734231,0.01,0.468559
51,83,0.738483,0.01,0.468559
51,84,0.742667,0.01,0.468559
51,85,0.746785,0.01,0.468559
51,86,0.750836,0.01,0.468559
51,87,0.750449,0.01,0.468559
51,88,0.754442,0.01,0.468559
51,89,0.758371,0.01,0.468559
51,90,0.762237,0.01,0.468559
51,91,0.766041,0.01,0.468559
51,92,0.769784,0.01,0.468559
51,93,0.769322,0.01,0.468559
51,94,0.773013,0.01,0.468559
51,95,0.776644,0.01,0.468559
51,96,0.780218,0.01,0.468559
51,97,0.783735,0.01,0.468559
51,98,0.782828,0.01,0.468559
51,99,0.786303,0.01,0.468559
51,100,0.785238,0.01,0.468559
51,101,0.788675,0.01,0.468559
51,102,0.787919,0.01,0.468559
51,103,0.791312,0.01,0.468559
51,104,0.794651,0.01,0.468559
51,105,0.789218,0.01,0.468559
51,106,0.788426,0.01,0.468559
51,107,0.787277,0.01,0.468559
51,108,0.79068,0.01,0.468559
51,109,0.789927,0.01,0.468559
51,110,0.784534,0.01,0.468559
51,111,0.787981,0.01,0.468559
51,112,0.791373,0.01,0.468559
51,113,0.794711,0.01,0.468559
51,114,0.797996,0.01,0.468559
51,115,0.796921,0.01,0.468559
51,116,0.80017,0.01,0.468559
51,117,0.799033,0.01,0.468559
51,118,0.793761,0.01,0.468559
51,119,0.79706,0.01,0.468559
51,120,0.795812,0.01,0.468559
51,121,0.799079,0.01,0.468559
51,122,0.793603,0.01,0.468559
51,123,0.796906,0.01,0.468559
51,124,0.800155,0.01,0.468559
51,125,0.794965,0.01,0.468559
51,126,0.798246,0.01,0.468559
51,127,0.801474,0.01,0.468559
51,128,0.80465,0.01,0.468559
51,129,0.799083,0.01,0.468559
51,130,0.802298,0.01,0.468559
51,131,0.805461,0.01,0.468559
51,132,0.808574,0.01,0.468559
51,133,0.811637,0.01,0.468559
51,134,0.81051,0.01,0.468559
51,135,0.804833,0.01,0.468559
51,136,0.807956,0.01,0.468559
51,137,0.802706,0.01,0.468559
51,138,0.805862,0.01,0.468559
51,139,0.80067,0.01,0.468559
51,140,0.803859,0.01,0.468559
51,141,0.806997,0.01,0.468559
51,142,0.810085,0.01,0.468559
51,143,0.813124,0.01,0.468559
51,144,0.816114,0.01,0.468559
51,145,0.819056,0.01,0.468559
51,146,0.817561,0.01,0.468559
51,147,0.82048,0.01,0.468559
51,148,0.823353,0.01,0.468559
51,149,0.826179,0.01,0.468559
51,150,0.82896,0.01,0.468559
51,151,0.831697,0.01,0.468559
51,152,0.825453,0.01,0.468559
51,153,0.828245,0.01,0.468559
51,154,0.826256,0.01,0.468559
51,155,0.829036,0.01,0.468559
51,156,0.831772,0.01,0.468559
51,157,0.834463,0.01,0.468559
51,158,0.837112,0.01,0.468559
51,159,0.839718,0.01,0.468559
51,160,0.842283,0.01,0.468559
51,161,0.840397,0.01,0.468559
51,162,0.842951,0.01,0.468559
51,163,0.836761,0.01,0.468559
51,164,0.830573,0.01,0.468559
51,165,0.824284,0.01,0.468559
51,166,0.818788,0.01,0.468559
51,167,0.821687,0.01,0.468559
51,168,0.819764,0.01,0.468559
51,169,0.818031,0.01,0.468559
51,170,0.816465,0.01,0.468559
51,171,0.819402,0.01,0.468559
51,172,0.822292,0.01,0.468559
51,173,0.825135,0.01,0.468559
51,174,0.827933,0.01,0.468559
51,175,0.830686,0.01,0.468559
51,176,0.828978,0.01,0.468559
51,177,0.827141,0.01,0.468559
51,178,0.82567,0.01,0.468559
51,179,0.828459,0.01,0.468559
51,180,0.831204,0.01,0.468559
51,181,0.829772,0.01,0.468559
51,182,0.832495,0.01,0.468559
51,183,0.835175,0.01,0.468559
51,184,0.833353,0.01,0.468559
51,185,0.836019,0.01,0.468559
51,186,0.834316,0.01,0.468559
51,187,0.832275,0.01,0.468559
51,188,0.830245,0.01,0.468559
51,189,0.832961,0.01,0.468559
51,190,0.835634,0.01,0.468559
51,191,0.833769,0.01,0.468559
51,192,0.836429,0.01,0.468559
51,193,0.839046,0.01,0.468559
51,194,0.841621,0.01,0.468559
51,195,0.839866,0.01,0.468559
51,196,0.842429,0.01,0.468559
51,197,0.836012,0.01,0.468559
51,198,0.838636,0.01,0.468559
51,199,0.841217,0.01,0.468559
51,200,0.839258,0.01,0.468559
52,1,0.50254,0.5056,0.0
52,2,0.508747,0.51183,0.0
52,3,0.515381,0.518465,0.0
52,4,0.515716,0.525346,0.0
52,5,0.522814,0.532365,0.0
52,6,0.529993,0.266182,0.1
52,7,0.533789,0.269062,0.1
52,8,0.541017,0.272154,0.1
52,9,0.548199,0.275378,0.1
52,10,0.551818,0.278677,0.1
52,11,0.558906,0.282011,0.1
52,12,0.565906,0.141005,0.19
52,13,0.569239,0.142339,0.19
52,14,0.576102,0.143774,0.19
52,15,0.582864,0.145272,0.19
52,16,0.585985,0.146807,0.19
52,17,0.582054,0.14836,0.19
52,18,0.58514,0.140942,0.19
52,19,0.591772,0.142617,0.19
52,20,0.594662,0.135487,0.19
52,21,0.601144,0.13727,0.19
52,22,0.607523,0.13904,0.19
52,23,0.613802,0.140792,0.19
52,24,0.616173,0.133752,0.19
52,25,0.622313,0.135596,0.19
52,26,0.628356,0.137415,0.19
52,27,0.634301,0.139208,0.19
52,28,0.632587,0.140975,0.19
52,29,0.634566,0.142715,0.19
52,30,0.640412,0.071358,0.271
52,31,0.646166,0.072035,0.271
52,32,0.648049,0.072756,0.271
52,33,0.65368,0.073503,0.271
52,34,0.655236,0.074265,0.271
52,35,0.653101,0.075033,0.271
52,36,0.65492,0.037517,0.3439
52,37,0.660441,0.037816,0.3439
52,38,0.665874,0.03814,0.3439
52,39,0.667395,0.038481,0.3439
52,40,0.669026,0.03883,0.3439
52,41,0.674322,0.039185,0.3439
52,42,0.679533,0.019592,0.40951
52,43,0.68466,0.019728,0.40951
52,44,0.689705,0.019877,0.40951
52,45,0.690996,0.020034,0.40951
52,46,0.692369,0.019032,0.40951
52,47,0.697291,0.01921,0.40951
52,48,0.702135,0.01,0.468559
52,49,0.698991,0.01,0.468559
52,50,0.699591,0.01,0.468559
52,51,0.704398,0.01,0.468559
52,52,0.705315,0.01,0.468559
52,53,0.71003,0.01,0.468559
52,54,0.71467,0.01,0.468559
52,55,0.719235,0.01,0.468559
52,56,0.719536,0.01,0.468559
52,57,0.724023,0.01,0.468559
52,58,0.728439,0.01,0.468559
52,59,0.732784,0.01,0.468559
52,60,0.737059,0.01,0.468559
52,61,0.741266,0.01,0.468559
52,62,0.745406,0.01,0.468559
52,63,0.74948,0.01,0.468559
52,64,0.753488,0.01,0.468559
52,65,0.757432,0.01,0.468559
52,66,0.757032,0.01,0.468559
52,67,0.760919,0.01,0.468559
52,68,0.764744,0.01,0.468559
52,69,0.768509,0.01,0.468559
52,70,0.772212,0.01,0.468559
52,71,0.763119,0.01,0.468559
52,72,0.758482,0.01,0.468559
52,73,0.753829,0.01,0.468559
52,74,0.757767,0.01,0.468559
52,75,0.761643,0.01,0.468559
52,76,0.757215,0.01,0.468559
52,77,0.761099,0.01,0.468559
52,78,0.764922,0.01,0.468559
52,79,0.768683,0.01,0.468559
52,80,0.772384,0.01,0.468559
52,81,0.771663,0.01,0.468559
52,82,0.775316,0.01,0.468559
52,83,0.774881,0.01,0.468559
52,84,0.774324,0.01,0.468559
52,85,0.777935,0.01,0.468559
52,86,0.772822,0.01,0.468559
52,87,0.772062,0.01,0.468559
52,88,0.775709,0.01,0.468559
52,89,0.775304,0.01,0.468559
52,90,0.774474,0.01,0.468559
52,91,0.778083,0.01,0.468559
52,92,0.777246,0.01,0.468559
52,93,0.78081,0.01,0.468559
52,94,0.784317,0.01,0.468559
52,95,0.783524,0.01,0.468559
52,96,0.786987,0.01,0.468559
52,97,0.790396,0.01,0.468559
52,98,0.793749,0.01,0.468559
52,99,0.792822,0.01,0.468559
52,100,0.796137,0.01,0.468559
52,101,0.799399,0.01,0.468559
52,102,0.802609,0.01,0.468559
52,103,0.801319,0.01,0.468559
52,104,0.804498,0.01,0.468559
52,105,0.803094,0.01,0.468559
52,106,0.806244,0.01,0.468559
52,107,0.809344,0.01,0.468559
52,108,0.812395,0.01,0.468559
52,109,0.815397,0.01,0.468559
52,110,0.813981,0.01,0.468559
52,111,0.816957,0.01,0.468559
52,112,0.815439,0.01,0.468559
52,113,0.818392,0.01,0.468559
52,114,0.821298,0.01,0.468559
52,115,0.81991,0.01,0.468559
52,116,0.81827,0.01,0.468559
52,117,0.81683,0.01,0.468559
52,118,0.81976,0.01,0.468559
52,119,0.818096,0.01,0.468559
52,120,0.821006,0.01,0.468559
52,121,0.819416,0.01,0.468559
52,122,0.817885,0.01,0.468559
52,123,0.820799,0.01,0.468559
52,124,0.814835,0.01,0.468559
52,125,0.813642,0.01,0.468559
52,126,0.812171,0.01,0.468559
52,127,0.815176,0.01,0.468559
52,128,0.818134,0.01,0.468559
52,129,0.821043,0.01,0.468559
52,130,0.823907,0.01,0.468559
52,131,0.826724,0.01,0.468559
52,132,0.829497,0.01,0.468559
52,133,0.832225,0.01,0.468559
52,134,0.834909,0.01,0.468559
52,135,0.829043,0.01,0.468559
52,136,0.827746,0.01,0.468559
52,137,0.826008,0.01,0.468559
52,138,0.828792,0.01,0.468559
52,139,0.827587,0.01,0.468559
52,140,0.825899,0.01,0.468559
52,141,0.824412,0.01,0.468559
52,142,0.827222,0.01,0.468559
52,143,0.829986,0.01,0.468559
52,144,0.832706,0.01,0.468559
52,145,0.830858,0.01,0.468559
52,146,0.819786,0.01,0.468559
52,147,0.818232,0.01,0.468559
52,148,0.816922,0.01,0.468559
52,149,0.815545,0.01,0.468559
52,150,0.818496,0.01,0.468559
52,151,0.8214,0.01,0.468559
52,152,0.819822,0.01,0.468559
52,153,0.822704,0.01,0.468559
52,154,0.825541,0.01,0.468559
52,155,0.824097,0.01,0.468559
52,156,0.826911,0.01,0.468559
52,157,0.829681,0.01,0.468559
52,158,0.832406,0.01,0.468559
52,159,0.835087,0.01,0.468559
52,160,0.833356,0.01,0.468559
52,161,0.836022,0.01,0.468559
52,162,0.838646,0.01,0.468559
52,163,0.841228,0.01,0.468559
52,164,0.843768,0.01,0.468559
52,165,0.841702,0.01,0.468559
52,166,0.844235,0.01,0.468559
52,167,0.842478,0.01,0.468559
52,168,0.844998,0.01,0.468559
52,169,0.843347,0.01,0.468559
52,170,0.845853,0.01,0.468559
52,171,0.84832,0.01,0.468559
52,172,0.850746,0.01,0.468559
52,173,0.853135,0.01,0.468559
52,174,0.850996,0.01,0.468559
52,175,0.849037,0.01,0.468559
52,176,0.851452,0.01,0.468559
52,177,0.853829,0.01,0.468559
52,178,0.856168,0.01,0.468559
52,179,0.858469,0.01,0.468559
52,180,0.860734,0.01,0.468559
52,181,0.862962,0.01,0.468559
52,182,0.865155,0.01,0.468559
52,183,0.867312,0.01,0.468559
52,184,0.869435,0.01,0.468559
52,185,0.871524,0.01,0.468559
52,186,0.868806,0.01,0.468559
52,187,0.870905,0.01,0.468559
52,188,0.868468,0.01,0.468559
52,189,0.866215,0.01,0.468559
52,190,0.85524,0.01,0.468559
52,191,0.857556,0.01,0.468559
52,192,0.859835,0.01,0.468559
52,193,0.857261,0.01,0.468559
52,194,0.859545,0.01,0.468559
52,195,0.861792,0.01,0.468559
52,196,0.864004,0.01,0.468559
52,197,0.86618,0.01,0.468559
52,198,0.868321,0.01,0.468559
52,199,0.865971,0.01,0.468559
52,200,0.868115,0.01,0.468559
53,1,0.5056,0.5056,0.0
53,2,0.508679,0.51183,0.0
53,3,0.515314,0.518465,0.0
53,4,0.522211,0.525346,0.0
53,5,0.525926,0.532365,0.0
53,6,0.529703,0.505746,0.0
53,7,0.536909,0.513251,0.0
53,8,0.544096,0.520757,0.0
53,9,0.551234,0.528227,0.0
53,10,0.558305,0.535637,0.0
53,11,0.565296,0.54297,0.0
53,12,0.572197,0.271485,0.1
53,13,0.579005,0.274398,0.1
53,14,0.585714,0.277487,0.1
53,15,0.592325,0.280682,0.1
53,16,0.598835,0.283936,0.1
53,17,0.605244,0.287215,0.1
53,18,0.611554,0.272854,0.1
53,19,0.614058,0.276363,0.1
53,20,0.616503,0.279854,0.1
53,21,0.622636,0.283315,0.1
53,22,0.628673,0.286739,0.1
53,23,0.630915,0.290121,0.1
53,24,0.636819,0.145061,0.19
53,25,0.63892,0.146372,0.19
53,26,0.644697,0.147773,0.19
53,27,0.650381,0.149229,0.19
53,28,0.655975,0.150715,0.19
53,29,0.661479,0.152216,0.19
53,30,0.666895,0.076108,0.271
53,31,0.66829,0.076688,0.271
53,32,0.669722,0.07732,0.271
53,33,0.675006,0.077984,0.271
53,34,0.680206,0.078667,0.271
53,35,0.685323,0.07936,0.271
53,36,0.690358,0.03968,0.3439
53,37,0.691473,0.039943,0.3439
53,38,0.696409,0.040233,0.3439
53,39,0.701267,0.040539,0.3439
53,40,0.70216,0.040856,0.3439
53,41,0.698831,0.041178,0.3439
53,42,0.695434,0.020589,0.40951
53,43,0.692444,0.020708,0.40951
53,44,0.693534,0.020841,0.40951
53,45,0.694345,0.020983,0.40951
53,46,0.699236,0.02113,0.40951
53,47,0.704048,0.021279,0.40951
53,48,0.704722,0.01,0.468559
53,49,0.709447,0.01,0.468559
53,50,0.714096,0.01,0.468559
53,51,0.71867,0.01,0.468559
53,52,0.723171,0.01,0.468559
53,53,0.727601,0.01,0.468559
53,54,0.723924,0.01,0.468559
53,55,0.728341,0.01,0.468559
53,56,0.732688,0.01,0.468559
53,57,0.736965,0.01,0.468559
53,58,0.741173,0.01,0.468559
53,59,0.745315,0.01,0.468559
53,60,0.745408,0.01,0.468559
53,61,0.749481,0.01,0.468559
53,62,0.75349,0.01,0.468559
53,63,0.757434,0.01,0.468559
53,64,0.761315,0.01,0.468559
53,65,0.761062,0.01,0.468559
53,66,0.764885,0.01,0.468559
53,67,0.768647,0.01,0.468559
53,68,0.772349,0.01,0.468559
53,69,0.775991,0.01,0.468559
53,70,0.779575,0.01,0.468559
53,71,0.778732,0.01,0.468559
53,72,0.778225,0.01,0.468559
53,73,0.781773,0.01,0.468559
53,74,0.785265,0.01,0.468559
53,75,0.788701,0.01,0.468559
53,76,0.787868,0.01,0.468559
53,77,0.782979,0.01,0.468559
53,78,0.786451,0.01,0.468559
53,79,0.789868,0.01,0.468559
53,80,0.78879,0.01,0.468559
53,81,0.79217,0.01,0.468559
53,82,0.795495,0.01,0.468559
53,83,0.794381,0.01,0.468559
53,84,0.797671,0.01,0.468559
53,85,0.800908,0.01,0.468559
53,86,0.804093,0.01,0.468559
53,87,0.798675,0.01,0.468559
53,88,0.797524,0.01,0.468559
53,89,0.800763,0.01,0.468559
53,90,0.79988,0.01,0.468559
53,91,0.798893,0.01,0.468559
53,92,0.797571,0.01,0.468559
53,93,0.80081,0.01,0.468559
53,94,0.799694,0.01,0.468559
53,95,0.802899,0.01,0.468559
53,96,0.806053,0.01,0.468559
53,97,0.804725,0.01,0.468559
53,98,0.803704,0.01,0.468559
53,99,0.80277,0.01,0.468559
53,100,0.805925,0.01,0.468559
53,101,0.80903,0.01,0.468559
53,102,0.812086,0.01,0.468559
53,103,0.815093,0.01,0.468559
53,104,0.818051,0.01,0.468559
53,105,0.820962,0.01,0.468559
53,106,0.823827,0.01,0.468559
53,107,0.826646,0.01,0.468559
53,108,0.829419,0.01,0.468559
53,109,0.832149,0.01,0.468559
53,110,0.834834,0.01,0.468559
53,111,0.837477,0.01,0.468559
53,112,0.835606,0.01,0.468559
53,113,0.833813,0.01,0.468559
53,114,0.836472,0.01,0.468559
53,115,0.834428,0.01,0.468559
53,116,0.83267,0.01,0.468559
53,117,0.831081,0.01,0.468559
53,118,0.824911,0.01,0.468559
